segmentnr	original	folio	stemmed
ZH_T47_1987B_001:0536c02_0	撫州曹山本寂禪師語錄卷上	001	撫 州 曹 山 本 寂 禪 師 語 錄 卷 上 
ZH_T47_1987B_001:0536c04_0	無地地主人郭凝之編集	001	無 地 地 主 人 郭 凝 之 編 集 
ZH_T47_1987B_001:0536c05_0	曹山本寂禪師語錄師諱本寂。泉州莆田黃氏子。少業儒。年十九。	001	曹 山 本 寂 禪 師 語 錄 師 諱 本 寂  泉 州 莆 田 黃 氏 子  少 業 儒  年 十 九  
ZH_T47_1987B_001:0536c06_7	往福州靈石出家。	001	往 福 州 靈 石 出 家  
ZH_T47_1987B_001:0536c06_13	二十五登戒。	001	二 十 五 登 戒  
ZH_T47_1987B_001:0536c06_18	尋謁洞山。	001	尋 謁 洞 山  
ZH_T47_1987B_001:0536c07_2	洞山問。	001	洞 山 問  
ZH_T47_1987B_001:0536c07_8	闍黎名甚麼。	001	闍 黎 名 甚 麼  
ZH_T47_1987B_001:0536c07_11	師曰。	001	師 曰  
ZH_T47_1987B_001:0536c07_14	本寂。	001	本 寂  
ZH_T47_1987B_001:0536c07_17	山曰。	001	山 曰  
ZH_T47_1987B_001:0536c08_2	向上更道。	001	向 上 更 道  
ZH_T47_1987B_001:0536c08_5	師曰。	001	師 曰  
ZH_T47_1987B_001:0536c08_8	不道。	001	不 道  
ZH_T47_1987B_001:0536c08_11	山曰。	001	山 曰  
ZH_T47_1987B_001:0536c08_17	為什麼不道。	001	為 什 麼 不 道  
ZH_T47_1987B_001:0536c08_20	師曰。	001	師 曰  
ZH_T47_1987B_001:0536c09_3	不名本寂。	001	不 名 本 寂  
ZH_T47_1987B_001:0536c09_12	洞山深器之僧寶傳。	001	洞 山 深 器 之 僧 寶 傳  
ZH_T47_1987B_001:0536c09_17	師名耽章。	001	師 名 耽 章  
ZH_T47_1987B_001:0536c09_23	此燈錄所載。	001	此 燈 錄 所 載  
ZH_T47_1987B_001:0536c10_2	遂仍之自此入室。	001	遂 仍 之 自 此 入 室  
ZH_T47_1987B_001:0536c10_7	盤桓數載。	001	盤 桓 數 載  
ZH_T47_1987B_001:0536c10_11	乃辭去。	001	乃 辭 去  
ZH_T47_1987B_001:0536c11_2	洞山遂密授洞上宗旨。	001	洞 山 遂 密 授 洞 上 宗 旨  
ZH_T47_1987B_001:0536c11_6	復問云。	001	復 問 云  
ZH_T47_1987B_001:0536c11_13	子向甚麼處去。	001	子 向 甚 麼 處 去  
ZH_T47_1987B_001:0536c11_16	師云。	001	師 云  
ZH_T47_1987B_001:0536c12_1	不變異處去。	001	不 變 異 處 去  
ZH_T47_1987B_001:0536c12_5	洞山云。	001	洞 山 云  
ZH_T47_1987B_001:0536c12_10	不變異處。	001	不 變 異 處  
ZH_T47_1987B_001:0536c12_15	豈有去耶。	001	豈 有 去 耶  
ZH_T47_1987B_001:0536c12_18	師曰。	001	師 曰  
ZH_T47_1987B_001:0536c13_3	去亦不變異。	001	去 亦 不 變 異  
ZH_T47_1987B_001:0536c13_8	遂往曹谿。	001	遂 往 曹 谿  
ZH_T47_1987B_001:0536c13_12	禮祖塔。	001	禮 祖 塔  
ZH_T47_1987B_001:0536c13_16	回吉水。	001	回 吉 水  
ZH_T47_1987B_001:0536c14_1	眾嚮師名。	001	眾 嚮 師 名  
ZH_T47_1987B_001:0536c14_6	乃請開法。	001	乃 請 開 法  
ZH_T47_1987B_001:0536c14_12	師志慕六祖。	001	師 志 慕 六 祖  
ZH_T47_1987B_001:0536c14_18	遂名山為曹。	001	遂 名 山 為 曹  
ZH_T47_1987B_001:0536c15_2	尋值賊亂。	001	尋 值 賊 亂  
ZH_T47_1987B_001:0536c15_7	乃之宜黃。	001	乃 之 宜 黃  
ZH_T47_1987B_001:0536c15_14	有信士王若一。	001	有 信 士 王 若 一  
ZH_T47_1987B_001:0536c15_19	捨何王觀。	001	捨 何 王 觀  
ZH_T47_1987B_001:0536c16_3	請師住持。	001	請 師 住 持  
ZH_T47_1987B_001:0536c16_8	師更何王。	001	師 更 何 王  
ZH_T47_1987B_001:0536c16_12	為荷玉。	001	為 荷 玉  
ZH_T47_1987B_001:0536c16_19	由是法席大興。	001	由 是 法 席 大 興  
ZH_T47_1987B_001:0536c17_3	學者雲萃。	001	學 者 雲 萃  
ZH_T47_1987B_001:0536c17_8	洞山之宗。	001	洞 山 之 宗  
ZH_T47_1987B_001:0536c17_13	至師為盛。	001	至 師 為 盛  
ZH_T47_1987B_001:0536c18_4	師示眾曰。	001	師 示 眾 曰  
ZH_T47_1987B_001:0536c18_9	凡情聖見。	001	凡 情 聖 見  
ZH_T47_1987B_001:0536c18_15	是金鎖玄路。	001	是 金 鎖 玄 路  
ZH_T47_1987B_001:0536c18_20	直須回互。	001	直 須 回 互  
ZH_T47_1987B_001:0536c19_6	夫取正命食者。	001	夫 取 正 命 食 者  
ZH_T47_1987B_001:0536c19_12	須具三種墮。	001	須 具 三 種 墮  
ZH_T47_1987B_001:0536c19_19	一者披毛戴角。	001	一 者 披 毛 戴 角  
ZH_T47_1987B_001:0536c20_6	二者不斷聲色。	001	二 者 不 斷 聲 色  
ZH_T47_1987B_001:0536c20_12	三者不受食。	001	三 者 不 受 食  
ZH_T47_1987B_001:0536c21_1	時稠布衲問曰。	001	時 稠 布 衲 問 曰  
ZH_T47_1987B_001:0536c21_6	披毛戴角。	001	披 毛 戴 角  
ZH_T47_1987B_001:0536c21_11	是甚麼墮。	001	是 甚 麼 墮  
ZH_T47_1987B_001:0536c21_14	師曰。	001	師 曰  
ZH_T47_1987B_001:0536c21_18	是類墮。	001	是 類 墮  
ZH_T47_1987B_001:0536c22_4	云不斷聲色。	001	云 不 斷 聲 色  
ZH_T47_1987B_001:0536c22_9	是甚麼墮。	001	是 甚 麼 墮  
ZH_T47_1987B_001:0536c22_12	師曰。	001	師 曰  
ZH_T47_1987B_001:0536c22_16	是隨墮。	001	是 隨 墮  
ZH_T47_1987B_001:0536c23_1	云不受食。	001	云 不 受 食  
ZH_T47_1987B_001:0536c23_6	是甚麼墮。	001	是 甚 麼 墮  
ZH_T47_1987B_001:0536c23_9	師曰。	001	師 曰  
ZH_T47_1987B_001:0536c23_14	是尊貴墮。	001	是 尊 貴 墮  
ZH_T47_1987B_001:0536c24_10	師因僧問五位君臣旨訣。	001	師 因 僧 問 五 位 君 臣 旨 訣  
ZH_T47_1987B_001:0536c24_13	師曰。	001	師 曰  
ZH_T47_1987B_001:0536c24_19	正位即空界。	001	正 位 即 空 界  
ZH_T47_1987B_001:0536c25_4	本來無物。	001	本 來 無 物  
ZH_T47_1987B_001:0536c25_10	偏位即色界。	001	偏 位 即 色 界  
ZH_T47_1987B_001:0536c25_15	有萬象形。	001	有 萬 象 形  
